AREAP;cor;value
2412203003002;parda;0.6203148635777914
2403251005001;indigena;0.0003764115432873275
2403251005002;indigena;0.0008809378599986447
2403251005003;indigena;0.0007134575938642646
2403251005004;indigena;0.001945816494536746
2403251005005;indigena;0.0007763975155279503
2403251005006;indigena;0.0010938702750881173
2403251005007;indigena;0.0008019740900678593
2403251005008;indigena;0.0008811767098217311
2403251005009;indigena;0.0019487750556792874
2403251005010;indigena;0.0010037641154328732
2403251005011;indigena;0.0006710958996040534
2403608001001;indigena;0.002360698441124995
2407104003001;indigena;0.0006635182077202295
2407104003002;indigena;0.0004105277562377412
2408102004001;indigena;0.0005200208008320333
2408102004002;indigena;0.0003460327346967023
2408102004003;indigena;0.000687263753084877
2408102004004;indigena;0.0011442216805134073
2408102004005;indigena;0.0011220381492970761
2408102004006;indigena;0.001794674577885214
2408102004007;indigena;0.0028328611898017
2408102004008;indigena;0.0014741398237305147
2408102004009;indigena;0.0011265105482351336
2408102004010;indigena;0.0009552727644911467
2408102004011;indigena;0.0006255349970369395
2408102004012;indigena;0.001412381881158153
2408102004013;indigena;0.0007587776781403048
2408102004014;indigena;0.0008107518163958964
2408102004015;indigena;0.0013540961408259986
2408102004016;indigena;0.0021661329817291393
2408102004017;indigena;0.0012232809683234613
2408102004018;indigena;0.0012656541433519852
2408102004019;indigena;0.0005581914596706671
2408102004020;indigena;0.0008801009182386247
2408102004021;indigena;0.0008171603677221655
2408102004022;indigena;0.0004346433636821156
2408102004023;indigena;0.0008996549084903253
2408201001001;indigena;0.0009016745384285101
2412005003001;indigena;0.00025624599615631005
2412005003002;indigena;0.000923247368744999
2412005003003;indigena;0.0010643959552953698
2412005003004;indigena;0.0006372673973999491
2412203003001;indigena;0.0009121174807315182
2412203003002;indigena;0.00016807664294918483
5103403005001;branca;0.3232065507624755
5103403005002;branca;0.40246413737740394
5103403005003;branca;0.24981607987388335
5103403005004;branca;0.43325889022504727
5103403005005;branca;0.49364250819781835
5103403005006;branca;0.3256628975732328
5103403005007;branca;0.3344674740916469
5103403005008;branca;0.33941089003752745
5103403005009;branca;0.21956898418886722
5103403005010;branca;0.28340585936417306
5103403005011;branca;0.4294832935135328
5103403005012;branca;0.4240043446777697
5103403005013;branca;0.333128078817734
5103403005014;branca;0.2783661119515885
5103403005015;branca;0.33033539441633875
5103403005016;branca;0.346919818681727
5103403005017;branca;0.25290650516411617
5103403005018;branca;0.19441026542450343
5108402005001;branca;0.3293728481739013
5108402005002;branca;0.18847462432662318
5108402005003;branca;0.2681595521343597
5108402005004;branca;0.23104740614110067
5108402005005;branca;0.286375693272245
5108402005006;branca;0.3149589120791215
5108402005007;branca;0.2798014402572887
5108402005008;branca;0.262550410235016
5108402005009;branca;0.2240119112073633
5108402005010;branca;0.370998763566424
5108402005011;branca;0.283562495681614
5108402005012;branca;0.28549554565701557
5108402005013;branca;0.30800676628136453
5108402005014;branca;0.43135395389553544
5108402005015;branca;0.36277398490837226
5108402005016;branca;0.2952862693350927
5108402005017;branca;0.20520992951271835
5103403005001;preta;0.10725093455171186
5103403005002;preta;0.09280653380335765
5103403005003;preta;0.12303380627080049
5103403005004;preta;0.08043291530664834
5103403005005;preta;0.06842668808137589
5103403005006;preta;0.09971566488130662
5103403005007;preta;0.12423523536021976
5103403005008;preta;0.10178432344402748
5103403005009;preta;0.12795105046567035
5103403005010;preta;0.1266941988414313
5103403005011;preta;0.08415647398637806
5103403005012;preta;0.08783490224475018
5103403005013;preta;0.11702928297755884
5103403005014;preta;0.12075778445141916
5103403005015;preta;0.10920617075760415
5103403005016;preta;0.10994278070892473
5103403005017;preta;0.12620991726599254
5103403005018;preta;0.12172613816136403
5108402005001;preta;0.11699183149935867
5108402005002;preta;0.12425574142330592
5108402005003;preta;0.10195941217634709
5108402005004;preta;0.12242751002695772
5108402005005;preta;0.07846636122498192
5108402005006;preta;0.08675732673987346
5108402005007;preta;0.1259176396560162
5108402005008;preta;0.11062439160061188
5108402005009;preta;0.09210882512181917
5108402005010;preta;0.08984750652562165
5108402005011;preta;0.1048158640226629
5108402005012;preta;0.08825167037861915
5108402005013;preta;0.08443755286157316
5108402005014;preta;0.0768894076451707
5108402005015;preta;0.06827164929931728
5108402005016;preta;0.11304156586760501
5108402005017;preta;0.07453263867606497
5103403005001;amarela;0.013499080282442295
5103403005002;amarela;0.015112910544134585
5103403005003;amarela;0.0139428971798914
5103403005004;amarela;0.013880776498883354
5103403005005;amarela;0.017734056079769793
5103403005006;amarela;0.012166898102228393
5103403005007;amarela;0.017605194156573856
5103403005008;amarela;0.014302910146569425
5103403005009;amarela;0.012562269872211393
5103403005010;amarela;0.014551401092048005
5103403005011;amarela;0.01954141853581999
5103403005012;amarela;0.01904417089065894
5103403005013;amarela;0.011802134646962233
5103403005014;amarela;0.011131934879309956
5103403005015;amarela;0.010992442695646743
5103403005016;amarela;0.013264472021995988
5103403005017;amarela;0.00851673606229384
5103403005018;amarela;0.006767445948321322
5108402005001;amarela;0.017214608789576723
5108402005002;amarela;0.011270201304224554
5108402005003;amarela;0.01119664100769769
5108402005004;amarela;0.009928331908738246
5108402005005;amarela;0.010851217747769471
5108402005006;amarela;0.01388989891644244
5108402005007;amarela;0.01048731035447109
5108402005008;amarela;0.011959393686552635
5108402005009;amarela;0.009745533297238766
5108402005010;amarela;0.01731007006456931
5108402005011;amarela;0.012851516617149174
5108402005012;amarela;0.015242204899777283
5108402005013;amarela;0.016281364533408515
5108402005014;amarela;0.01466297052815874
5108402005015;amarela;0.010564139417894358
5108402005016;amarela;0.011509420130488966
5108402005017;amarela;0.008703646950658903
5103403005001;parda;0.5536106331216994
5103403005002;parda;0.4848696380580084
5103403005003;parda;0.6113154668067963
5103403005004;parda;0.47040027486686137
5103403005005;parda;0.41755336947065513
5103403005006;parda;0.5579250148780004
5103403005007;parda;0.5203521038831315
5103403005008;parda;0.5413155845075409
5103403005009;parda;0.63637102014295
5103403005010;parda;0.5732697691177694
5103403005011;parda;0.4620760974218165
5103403005012;parda;0.46513396089790005
5103403005013;parda;0.5336275314723591
5103403005014;parda;0.5876442296836544
5103403005015;parda;0.5474673661857473
5103403005016;parda;0.5276807609422606
5103403005017;parda;0.6105283080084356
5103403005018;parda;0.6740200386711197
5108402005001;parda;0.5347330047930872
5108402005002;parda;0.6750070881769209
5108402005003;parda;0.6177746675997201
5108402005004;parda;0.6354132421592478
5108402005005;parda;0.6236315408729202
5108402005006;parda;0.5837393644098611
5108402005007;parda;0.5815563168566035
5108402005008;parda;0.614170490891392
5108402005009;parda;0.672509474824039
5108402005010;parda;0.5212254430553648
5108402005011;parda;0.5969045809438265
5108402005012;parda;0.6097577951002228
5108402005013;parda;0.5903580490555399
5108402005014;parda;0.4761453166034432
5108402005015;parda;0.557599712540424
5108402005016;parda;0.5790631185396965
5108402005017;parda;0.7101440392277045
5103403005001;indigena;0.0024328012816709193
5103403005002;indigena;0.004746780217095389
5103403005003;indigena;0.0018917498686284813
5103403005004;indigena;0.0020271431025596976
5103403005005;indigena;0.0026433781703807803
5103403005006;indigena;0.004529524565231766
5103403005007;indigena;0.0033399925084280184
5103403005008;indigena;0.003186291864334773
5103403005009;indigena;0.0035466753303010612
5103403005010;indigena;0.0020787715845782865
5103403005011;indigena;0.004742716542452662
5103403005012;indigena;0.0039826212889210715
5103403005013;indigena;0.004412972085385878
5103403005014;indigena;0.002099939034028044
5103403005015;indigena;0.0019986259446630444
5103403005016;indigena;0.002192167645091774
5103403005017;indigena;0.001838533499161845
5103403005018;indigena;0.00307611179469151
5108402005001;indigena;0.0016877067440761494
5108402005002;indigena;0.0009923447689254325
5108402005003;indigena;0.0009097270818754374
5108402005004;indigena;0.0011835097639555526
5108402005005;indigena;0.0006751868820834338
5108402005006;indigena;0.0006544978547014762
5108402005007;indigena;0.0022372928756204994
5108402005008;indigena;0.0006953135864274788
5108402005009;indigena;0.0016242555495397943
5108402005010;indigena;0.0006182167880203325
5108402005011;indigena;0.0018655427347474608
5108402005012;indigena;0.0012527839643652562
5108402005013;indigena;0.000916267268113899
5108402005014;indigena;0.0009483513276918587
5108402005015;indigena;0.0007905138339920949
5108402005016;indigena;0.0010996261271167802
5108402005017;indigena;0.0014097456328532026
3106200005001;branca;0.34538293216630195
3106200005002;branca;0.4984834591239331
3106200005003;branca;0.3953408439946534
3106200005004;branca;0.3166256282254528
3106200005005;branca;0.42907404029084467
3106200005006;branca;0.30769490040109204
3106200005007;branca;0.31088378027386027
3106200005008;branca;0.716453081119468
3106200005009;branca;0.8591280180649644
3106200005010;branca;0.8690993108393419
3106200005011;branca;0.8145925573566541
3106200005012;branca;0.8516325592090136
3106200005013;branca;0.888983158698511
3106200005014;branca;0.21320140606691837
3106200005015;branca;0.6432319714017278
3106200005016;branca;0.8068006182380216
3106200005017;branca;0.3981878170089132
3106200005018;branca;0.6103954018432266
3106200005019;branca;0.6559017941454202
3106200005020;branca;0.5090889837986657
3106200005021;branca;0.44532968023360614
3106200005022;branca;0.23865989940141566
3106200005023;branca;0.2849077152355841
3106200005024;branca;0.22845368702581736
3106200005025;branca;0.3247248666531632
3106200005026;branca;0.36088017537328865
3106200005027;branca;0.4875881205939703
3106200005028;branca;0.3412829177022536
3106200005029;branca;0.34606547960941986
3106200005030;branca;0.2721195989352973
3106200005031;branca;0.2846666666666667
3106200005032;branca;0.35025906735751294
3106200005033;branca;0.4304103266748395
3106200005034;branca;0.5040479095042697
3106200005035;branca;0.6279039835253234
3106200005036;branca;0.6420430433464687
3106200005037;branca;0.3608573976689117
3106200005038;branca;0.4199612542153979
3106200005039;branca;0.5879088016459724
3106200005040;branca;0.3961992337164751
3106200005041;branca;0.3674383868558626
3106200005042;branca;0.4145540569168844
3106200005043;branca;0.6207753479125249
3106200005044;branca;0.582778741523419
3106200005045;branca;0.5964812522995618
3106200005046;branca;0.7473153270419786
3106200005047;branca;0.787703678817403
3106200005048;branca;0.3417634996582365
3106200005049;branca;0.4200764500581685
3106200005050;branca;0.3793543064981814
3106200005051;branca;0.32465357967667435
3106200005052;branca;0.4162022847589858
3106200005053;branca;0.40060420954783876
3106200005054;branca;0.7582440110115387
3106200005055;branca;0.5630204390613172
3106200005056;branca;0.638249959787679
3106200005057;branca;0.6051223491027733
3106200005058;branca;0.5534559073884917
3106200005059;branca;0.3544939889320018
3106200005060;branca;0.44327748097782094
3106200005061;branca;0.3153307888040712
3106200005062;branca;0.3115219636190325
3106200005063;branca;0.4221227129836941
3106200005064;branca;0.3922010150832797
3106200005065;branca;0.3313743822625885
3106200005066;branca;0.3447926578470794
3106200005067;branca;0.30812665067848577
3106705005001;branca;0.31122380888829576
3106705005002;branca;0.4988717360936996
3106705005003;branca;0.36720665288660287
3106705005004;branca;0.2899786780383795
3106705005005;branca;0.3145143845987454
3106705005006;branca;0.2708393423709259
3106705005007;branca;0.27299810417983206
3106705005008;branca;0.40507306030047335
3106705005009;branca;0.31566232720440207
3106705005010;branca;0.372253094215711
3106705005011;branca;0.3714796602592758
3106705005012;branca;0.2642480211081794
3106705005013;branca;0.28992628992628994
3106705005014;branca;0.3341733372862931
3106705005015;branca;0.3399559848392224
3106705005016;branca;0.2810462414749307
3106705005017;branca;0.33796318094072225
3106705005018;branca;0.30165593828313103
3106705005019;branca;0.2611492281303602
3106705005020;branca;0.3563529411764706
3109006003001;branca;0.46483011937557395
3109006003002;branca;0.4835002275830678
3110004003001;branca;0.34972331104450083
3110004003002;branca;0.28434999569818464
3112505001001;branca;0.2539128476522914
3115904001001;branca;0.6536532951289399
3117876001001;branca;0.2543800539083558
3118601005001;branca;0.2722655541447488
3118601005002;branca;0.3423220391669257
3118601005003;branca;0.42515910232791826
3118601005004;branca;0.34395754655554106
3118601005005;branca;0.4148101663005962
3118601005006;branca;0.34803668302764146
3118601005007;branca;0.31729776247848535
3118601005008;branca;0.36388378255783416
3118601005009;branca;0.4731466507787897
3118601005010;branca;0.4079340546110252
3118601005011;branca;0.47482697372450544
3118601005012;branca;0.4558160273009449
3118601005013;branca;0.4248150589614004
3118601005014;branca;0.48671954010752116
3119401003001;branca;0.4706879580006562
3119401003002;branca;0.41188654520860635
3119401003003;branca;0.32932181792439474
3119401003004;branca;0.3637396600309063
3119401003005;branca;0.33753507095514984
3124104003001;branca;0.2887014459880919
3124104003002;branca;0.24434106590901994
3129806003001;branca;0.2656514382402707
3129806003002;branca;0.2423329682365827
3129806003003;branca;0.2895014142310465
3129806003004;branca;0.2811370624089757
3129806003005;branca;0.32075272599366866
3129806003006;branca;0.3856584412411434
3129806003007;branca;0.34329809999351535
3129806003008;branca;0.33084785783080123
3130101003001;branca;0.33147536471235894
3130101003002;branca;0.36492937644569123
3131158001001;branca;0.3115274120181949
3131307005001;branca;0.5858811315857774
3131307005002;branca;0.49779319041614123
3131307005003;branca;0.40122132365076746
3131307005004;branca;0.41685676079603556
3131307005005;branca;0.3803345318117868
3131307005006;branca;0.3625862165647956
3131307005007;branca;0.35616085238013406
3131307005008;branca;0.32107786103225205
3131307005009;branca;0.5452033162258192
3131307005010;branca;0.44045119097618046
3131307005011;branca;0.3331132023554015
3131307005012;branca;0.32194412711600373
3136652001001;branca;0.32345746126664854
3136702005001;branca;0.45625326143677164
3136702005002;branca;0.5035116770399132
3136702005003;branca;0.5543722943722944
3136702005004;branca;0.556572936357908
3136702005005;branca;0.829332782482958
3136702005006;branca;0.8525608053494012
3136702005007;branca;0.7581689134898669
3136702005008;branca;0.48685998438810024
3136702005009;branca;0.5244888789036172
3136702005010;branca;0.45030537369831714
3136702005011;branca;0.5166775670372793
3136702005012;branca;0.5020635142697258
3136702005013;branca;0.5391239685281136
3136702005014;branca;0.5988660524450744
3137601003001;branca;0.34661991038379114
3137601003002;branca;0.4081921429901322
3140159001001;branca;0.3491510006064281
3140704003001;branca;0.37716414639491563
3140704003002;branca;0.42436648549445893
3140803001001;branca;0.4875139768915393
3141108003001;branca;0.27518774849064936
3144805003001;branca;0.429674163141097
3144805003002;branca;0.36509135870311854
3144805003003;branca;0.47447843965744896
3144805003004;branca;0.24442090929722368
3149309003001;branca;0.2380341591845001
3149309003002;branca;0.2968757937515875
3149309003003;branca;0.3610329415659659
3153608001001;branca;0.2722239632299175
3153905001001;branca;0.2631990614000782
3154606005001;branca;0.24616296296296297
3154606005002;branca;0.2891220002873976
3154606005003;branca;0.25943483346672414
3154606005004;branca;0.23099224469087482
3154606005005;branca;0.24129301355578728
3154606005006;branca;0.2645161290322581
3154606005007;branca;0.2590462052328818
3154606005008;branca;0.3331123876859626
3154606005009;branca;0.2535897602494965
3154606005010;branca;0.25105521827117666
3154606005011;branca;0.27218136428041295
3154606005012;branca;0.2569202843745273
3154606005013;branca;0.2828856373298391
3154606005014;branca;0.2751085383502171
3154606005015;branca;0.28504608611913607
3154606005016;branca;0.28809919645331117
3154606005017;branca;0.26888422193618317
3154606005018;branca;0.2669766805717021
3154606005019;branca;0.2268401631384735
3154606005020;branca;0.2726250330775337
3154804001001;branca;0.25984598459845987
3156700003001;branca;0.33110530473354804
3156700003002;branca;0.33108356853601667
3156700003003;branca;0.24241187573330614
3156700003004;branca;0.27406679764243613
3156700003005;branca;0.24178815775334025
3156700003006;branca;0.28919772125258536
3157807005001;branca;0.3044409613375131
3157807005002;branca;0.3336509724087149
3157807005003;branca;0.3034027540685103
