AREAP;cor;value
3508405003002;parda;0.34587673271203695
3508504003001;parda;0.22804221171814884
3508504003002;parda;0.18760626135897285
3508504003003;parda;0.20503308602366152
3508504003004;parda;0.29929279599363856
3509007003001;parda;0.421711509715994
3509007003002;parda;0.3257270218637232
3509007003003;parda;0.2315104794025536
3509007003004;parda;0.3554800980946991
3509205003001;parda;0.33353241394288197
3509205003002;parda;0.4212203580466773
3509205003003;parda;0.4164104694640631
3509502005001;parda;0.2689167120304845
3509502005002;parda;0.1532726618335133
3509502005003;parda;0.15495732107682206
3509502005004;parda;0.14125764086424983
3509502005005;parda;0.12941704611043417
3509502005006;parda;0.12444912188383872
3509502005007;parda;0.08896341233656128
3509502005008;parda;0.1973898281106317
3509502005009;parda;0.13862629246676514
3509502005010;parda;0.0806764941149583
3509502005011;parda;0.1148049645390071
3509502005012;parda;0.04544690860215054
3509502005013;parda;0.11138001210054452
3509502005014;parda;0.07895228686620565
3509502005015;parda;0.22755219241943112
3509502005016;parda;0.15304238519857014
3509502005017;parda;0.3016375966122775
3509502005018;parda;0.2607673739042053
3509502005019;parda;0.20420584715335954
3509502005020;parda;0.11979638612014284
3509502005021;parda;0.26932277976313534
3509502005022;parda;0.1451117930732135
3509502005023;parda;0.20307637416004282
3509502005024;parda;0.451576148879605
3509502005025;parda;0.3998700186109716
3509502005026;parda;0.3927407701243873
3509502005027;parda;0.43755222729317994
3509502005028;parda;0.3639608282697186
3509502005029;parda;0.43084326598253553
3509502005030;parda;0.4007436200777421
3509502005031;parda;0.38704348339135053
3509502005032;parda;0.5587849240577536
3509502005033;parda;0.35672092000251365
3509502005034;parda;0.3329279416235938
3509502005035;parda;0.29094819860189997
3509502005036;parda;0.3853729063233128
3509601003001;parda;0.3143912487569257
3509601003002;parda;0.17804352670281512
3509601003003;parda;0.24121711009848595
3509601003004;parda;0.368205481549533
3510609005001;parda;0.3278986152148375
3510609005002;parda;0.3179568790739247
3510609005003;parda;0.40287236194457554
3510609005004;parda;0.38399824500924506
3510609005005;parda;0.4191652555035362
3510609005006;parda;0.42822653790748544
3510609005007;parda;0.4275774582916891
3511300001001;parda;0.11678374310085299
3512803003001;parda;0.4586728754365541
3512803003002;parda;0.3636748518204911
3512803003003;parda;0.28312700596056856
3513009003001;parda;0.20798125399417738
3513009003002;parda;0.19812963560141889
3513009003003;parda;0.3497081987648025
3513009003004;parda;0.4394606932427411
3513009003005;parda;0.40133404167404524
3513009003006;parda;0.40996869393928737
3513009003007;parda;0.2644795896559094
3513009003008;parda;0.37206216830932526
3513009003009;parda;0.4445134341837887
3513009003010;parda;0.3581813043614783
3513504003001;parda;0.4454532034248598
3513504003002;parda;0.472396086145671
3513504003003;parda;0.5446764806573091
3513504003004;parda;0.4673700975512642
3513504003005;parda;0.5229141291108405
3513801005001;parda;0.44655854203679296
3513801005002;parda;0.43727235936867664
3513801005003;parda;0.4306616321977173
3513801005004;parda;0.4170001690998253
3513801005005;parda;0.49123406749035503
3513801005006;parda;0.2946934569809377
3513801005007;parda;0.33799002138275125
3513801005008;parda;0.27433155080213906
3513801005009;parda;0.36500587889476777
3513801005010;parda;0.37099075625038774
3513801005011;parda;0.46835756263532324
3513801005012;parda;0.4599009707980818
3513801005013;parda;0.47439368966329176
3513801005014;parda;0.4800782888298616
3513801005015;parda;0.4228252194732642
3513801005016;parda;0.4004523152407237
3513801005017;parda;0.44459916451163717
3513801005018;parda;0.4591868308682468
3513801005019;parda;0.380978942964719
3513801005020;parda;0.3963531669865643
3513801005021;parda;0.3955479452054795
3513801005022;parda;0.4606400373744452
3515004005001;parda;0.5066641518923677
3515004005002;parda;0.44797217703483483
3515004005003;parda;0.48640018921475875
3515004005004;parda;0.4766975308641975
3515004005005;parda;0.48918358275300045
3515004005006;parda;0.4875876444949782
3515004005007;parda;0.46623337056971664
3515004005008;parda;0.497045248673597
3515004005009;parda;0.4537671232876712
3515004005010;parda;0.3506841165972635
3515004005011;parda;0.4657347558601355
3515004005012;parda;0.3444590028273912
3515103003001;parda;0.3947888131490094
3515103003002;parda;0.3339420025216295
3515103003003;parda;0.37297993436084914
3515707003001;parda;0.4414715719063545
3515707003002;parda;0.4548060799480716
3515707003003;parda;0.35737060261451803
3515707003004;parda;0.4539353264185479
3515707003005;parda;0.506883077847911
3515707003006;parda;0.44357713583282116
3515707003007;parda;0.45831423945254024
3515707003008;parda;0.3846938775510204
3516309003001;parda;0.460297675782682
3516309003002;parda;0.43944779898714453
3516309003003;parda;0.4831240188383045
3516309003004;parda;0.5037117019840734
3516309003005;parda;0.5165782810185848
3516408003001;parda;0.4407374286303914
3516408003002;parda;0.4482780252179913
3516408003003;parda;0.43882305951271466
3516408003004;parda;0.46092413006274957
3516408003005;parda;0.34430285365688335
3516408003006;parda;0.3635656977874018
3517505001001;parda;0.26039509765515695
3518305001001;parda;0.2504643244079864
3518701005001;parda;0.1905788799784352
3518701005002;parda;0.4227761742324849
3518701005003;parda;0.5555555555555556
3518701005004;parda;0.3740195039219843
3518701005005;parda;0.5021164994938806
3518701005006;parda;0.4787712433568884
3518701005007;parda;0.3779054054054054
3518701005008;parda;0.4462769163333516
3518701005009;parda;0.46555690891866286
3518701005010;parda;0.4794657250326245
3518701005011;parda;0.47571256523484545
3518701005012;parda;0.4544809905634648
3518701005013;parda;0.5667555894308943
3518701005014;parda;0.4995761232733257
3518701005015;parda;0.522437568118277
3518800005001;parda;0.1553257405219872
3518800005002;parda;0.2674520658925196
3518800005003;parda;0.3797962042352166
3518800005004;parda;0.24584843776972207
3518800005005;parda;0.33099185164372014
3518800005006;parda;0.35373960254759335
3518800005007;parda;0.27734528006267134
3518800005008;parda;0.31865837711349193
3518800005009;parda;0.21415316095509093
3518800005010;parda;0.2107486448210187
3518800005011;parda;0.20727525983070824
3518800005012;parda;0.2615635677495028
3518800005013;parda;0.35566204813001356
3518800005014;parda;0.43495585368650386
3518800005015;parda;0.4635035748673509
3518800005016;parda;0.5067305257827664
3518800005017;parda;0.4108373695976155
3518800005018;parda;0.4901473406804025
3518800005019;parda;0.4991410440696981
3518800005020;parda;0.4690050590219224
3518800005021;parda;0.44332864408613787
3518800005022;parda;0.4335897297004496
3518800005023;parda;0.47453732715043656
3518800005024;parda;0.5214134649277405
3518800005025;parda;0.4765340419166945
3518800005026;parda;0.47800709448564976
3518800005027;parda;0.42407039944784747
3518800005028;parda;0.5174193180522294
3518800005029;parda;0.4351953372958624
3518800005030;parda;0.4743634583100168
3519071005001;parda;0.26801098763890624
3519071005002;parda;0.34906377392385823
3519071005003;parda;0.35597899272825206
3519071005004;parda;0.43990466462376576
3519071005005;parda;0.38850889192886456
3519071005006;parda;0.4616061430171173
3519071005007;parda;0.4302635969302636
3519071005008;parda;0.3735542356986558
3519071005009;parda;0.3111364673664993
3520509005001;parda;0.3648880597014925
3520509005002;parda;0.28110599078341014
3520509005003;parda;0.19811182160502896
3521002001001;parda;0.32604240282685515
3522109003001;parda;0.42311459353574926
3522109003002;parda;0.23359161349134003
3522109003003;parda;0.38308348030570255
3522109003004;parda;0.37462164207340143
3522109003005;parda;0.3528048397234444
3522208003001;parda;0.4149550929471559
3522208003002;parda;0.5325470194453299
3522208003003;parda;0.4916331994645248
3522208003004;parda;0.3976621183163696
3522208003005;parda;0.48719775571091417
3522208003006;parda;0.39348582270475385
3522208003007;parda;0.407279251569909
3522505005001;parda;0.36020185488270595
3522505005002;parda;0.4417940876656473
3522505005003;parda;0.4613148617725277
3522505005004;parda;0.5136503742844561
3522505005005;parda;0.42438877150618776
3522505005006;parda;0.5208453410182516
3522505005007;parda;0.48535875688726554
3522505005008;parda;0.46865589926088147
3522505005009;parda;0.4356639046771211
3522505005010;parda;0.48357591133662703
3522505005011;parda;0.40895746142794676
3522505005012;parda;0.4504041606616956
3522505005013;parda;0.46974683544303797
3523107005001;parda;0.5167865231038182
3523107005002;parda;0.5201771449857208
3523107005003;parda;0.5332238504295098
3523107005004;parda;0.4674191121143717
3523107005005;parda;0.4460743556241834
3523107005006;parda;0.4011047126571865
3523107005007;parda;0.5132853240625777
3523107005008;parda;0.47688442211055276
3523107005009;parda;0.48978321163751626
3523107005010;parda;0.5014930616546637
3523107005011;parda;0.4417168896075261
3523107005012;parda;0.4995718332125683
3523107005013;parda;0.4732047903084108
3523107005014;parda;0.549494434531396
3523107005015;parda;0.5046135574639138
3523107005016;parda;0.5068458893404189
3523404003001;parda;0.24471048866802197
3523404003002;parda;0.3373787888028298
3523404003003;parda;0.2929279399946424
3523404003004;parda;0.17564971546630903
3523404003005;parda;0.2097270675148779
3523909003001;parda;0.24040908880559025
3523909003002;parda;0.34765013054830285
3523909003003;parda;0.34254559127655576
3523909003004;parda;0.1875952632196037
3523909003005;parda;0.17196418027947255
3523909003006;parda;0.2112717761437102
3523909003007;parda;0.22044890074510165
3524006003001;parda;0.39804597701149425
3524006003002;parda;0.23147574443270036
3524402005001;parda;0.15362632270023943
3524402005002;parda;0.25088193521784946
3524402005003;parda;0.2605441862613757
3524402005004;parda;0.2944438738831262
3524402005005;parda;0.19281277030746244
3524402005006;parda;0.33956104468219006
3524402005007;parda;0.24048675733715102
3524402005008;parda;0.23908232850110644
3524709003001;parda;0.2445282587576433
3524709003002;parda;0.2594350198042
3525003003001;parda;0.3999200958849381
3525003003002;parda;0.4612152553329024
3525003003003;parda;0.46014375445185524
3525003003004;parda;0.376350099619001
3525003003005;parda;0.3989459347427015
3525102003001;parda;0.18564002109545694
3525102003002;parda;0.2989585041823848
3525904005001;parda;0.21957793701926237
3525904005002;parda;0.1739102522950504
3525904005003;parda;0.0628084026505005
3525904005004;parda;0.1537490868034801
3525904005005;parda;0.12422316384180791
3525904005006;parda;0.08449907010592707
3525904005007;parda;0.136095580914452
3525904005008;parda;0.09460891683741963
3525904005009;parda;0.07963178121369202
3525904005010;parda;0.03775019001773499
3525904005011;parda;0.21777451340433346
3525904005012;parda;0.29052335698032394
3525904005013;parda;0.13606714628297362
3525904005014;parda;0.361452598235161
3525904005015;parda;0.23921546071551825
3525904005016;parda;0.26140733145347345
3525904005017;parda;0.13342017119464086
3525904005018;parda;0.20498341215500812
3525904005019;parda;0.0966077985661829
3525904005020;parda;0.17255405694712053
3525904005021;parda;0.33968385041878024
3525904005022;parda;0.07589586523736601
3525904005023;parda;0.27037195789874746
3525904005024;parda;0.21569182835292453
3526209003001;parda;0.33269511940402424
3527306003001;parda;0.2516006853638741
3527306003002;parda;0.3697731986351776
3528403003001;parda;0.3485923685435086
3528403003002;parda;0.3249971188198686
3528502003001;parda;0.3428410583599174
3528502003002;parda;0.2871825876662636
3528502003003;parda;0.2574286994176497
3529401005001;parda;0.1939439818319455
3529401005002;parda;0.41558531677191035
3529401005003;parda;0.46641947670351197
3529401005004;parda;0.19284357188093731
3529401005005;parda;0.3465719621181806
3529401005006;parda;0.33901980627439643
3529401005007;parda;0.45350607177891283
3529401005008;parda;0.4065719553193797
3529401005009;parda;0.3585013748854262
3529401005010;parda;0.42982511923688393
3529401005011;parda;0.5356546717906914
3529401005012;parda;0.37403917679147036
3529401005013;parda;0.358149137721642
3529401005014;parda;0.40518123552539453
3529401005015;parda;0.35684863955444684
3529401005016;parda;0.20889974124421443
3529401005017;parda;0.3192447167687883
3529401005018;parda;0.33402847691643894
3529401005019;parda;0.27137978638378263
3529401005020;parda;0.4338779678325249
3529401005021;parda;0.45454545454545453
3530300003001;parda;0.18338603046852545
3530300003002;parda;0.1967034834324554
3530607005001;parda;0.15462159958490845
3530607005002;parda;0.2630750273822563
3530607005003;parda;0.3332678325800747
3530607005004;parda;0.11818400192169108
3530607005005;parda;0.214519722185821
3530607005006;parda;0.30588508955571064
3530607005007;parda;0.35615437314455356
3530607005008;parda;0.4242848061029879
3530607005009;parda;0.3781498854587106
3530607005010;parda;0.2831014201692727
3530607005011;parda;0.27675300063171193
3530607005012;parda;0.37538339202544585
3530607005013;parda;0.19512732076025538
3530607005014;parda;0.3716547569006585
3530607005015;parda;0.37207425343018563
3530607005016;parda;0.19353125184441952
3530607005017;parda;0.24666522460162954
3530607005018;parda;0.24468967276902467
3530607005019;parda;0.2478089018731741
3530607005020;parda;0.19386136197217477
3530607005021;parda;0.3263523142697813
3530607005022;parda;0.188774976461973
3530607005023;parda;0.5052673537953419
3530607005024;parda;0.145241071913899
3531100003001;parda;0.33843194294562007
3531100003002;parda;0.3430080270384453
3531803003001;parda;0.2539447450868698
3531803003002;parda;0.44387462572466074
3532009001001;parda;0.29904632152588556
3532405001001;parda;0.233392301592143
3533403003001;parda;0.2744443922379364
3533403003002;parda;0.19258521165475537
3534401005001;parda;0.4783084499335574
3534401005002;parda;0.3962534041207053
3534401005003;parda;0.2813189709128043
3534401005004;parda;0.4538079670662308
3534401005005;parda;0.45852171874476705
3534401005006;parda;0.43550964187327823
3534401005007;parda;0.27581245079140987
3534401005008;parda;0.18408978612267946
3534401005009;parda;0.1415227851684121
3534401005010;parda;0.13807184117920457
3534401005011;parda;0.2516825642763763
3534401005012;parda;0.28481717178081617
3534401005013;parda;0.407743797156981
3534401005014;parda;0.4178589678078692
3534401005015;parda;0.41479936391235206
3534401005016;parda;0.2670540422530481
3534401005017;parda;0.4114061676331049
3534401005018;parda;0.36683478902694056
3536505003001;parda;0.3308193349331505
3536505003002;parda;0.33016808557083605
3536505003003;parda;0.3460303496811084
3536505003004;parda;0.1932398445240454
3537107003001;parda;0.17775483870967743
3537107003002;parda;0.26660054997069826
3538006003001;parda;0.35954435623058334
3538006003002;parda;0.18570116350275567
3538006003003;parda;0.3410761154855643
3538006003004;parda;0.24651777137367917
3538006003005;parda;0.3177147166965212
3538006003006;parda;0.23583419768737274
3538006003007;parda;0.3418274842907881
3538600001001;parda;0.20519688187087748
3539103001001;parda;0.4631665925125532
3539806003001;parda;0.4124946249769642
3539806003002;parda;0.402683442823739
3539806003003;parda;0.31741152360684166
3539806003004;parda;0.4267769607843137
3539806003005;parda;0.3403204982152351
3540606003001;parda;0.16647908000978712
3540606003002;parda;0.22873219623703184
3541000005001;parda;0.18749014661831942
3541000005002;parda;0.214452884417984
3541000005003;parda;0.22309391423566152
3541000005004;parda;0.22899219304471255
3541000005005;parda;0.4275147412860682
3541000005006;parda;0.5072830312397546
3541000005007;parda;0.4829702461281409
3541000005008;parda;0.4344999511193665
3541000005009;parda;0.46733340034174287
3541000005010;parda;0.40638949113633466
3543303003001;parda;0.3213653294254137
3543303003002;parda;0.2789404277277679
3543303003003;parda;0.33039258932509924
3543303003004;parda;0.25375456636449734
3543303003005;parda;0.33784246575342464
3543303003006;parda;0.2542660630332579
3543402005001;parda;0.07407719180100172
3543402005002;parda;0.17546126983254048
3543402005003;parda;0.32862838056243937
3543402005004;parda;0.2958470628337689
3543402005005;parda;0.283027274752554
3543402005006;parda;0.3175819497658578
3543402005007;parda;0.19280229727198953
3543402005008;parda;0.07906206415620641
3543402005009;parda;0.12924495940846895
3543402005010;parda;0.23070217626548034
3543402005011;parda;0.23937196460647994
3543402005012;parda;0.16073183879252942
3543402005013;parda;0.2579527017060819
3543402005014;parda;0.3641222234750254
3543402005015;parda;0.07730482280841994
3543402005016;parda;0.08746208291203236
3543402005017;parda;0.3669336782924524
3543402005018;parda;0.2826156096940398
3543402005019;parda;0.1
3544103003001;parda;0.43368473895582327
3544103003002;parda;0.4442920096449655
3545209003001;parda;0.25625044773980943
3545209003002;parda;0.15083983600052903
3545209003003;parda;0.2941589289570287
3545209003004;parda;0.28675670485822186
3545209003005;parda;0.24549753496327598
3545209003006;parda;0.249799053317853
3545308003001;parda;0.22877859732466557
3545308003002;parda;0.25134664788265515
3545803003001;parda;0.1517351531871642
3545803003002;parda;0.24533208855694852
3545803003003;parda;0.11239193083573487
3545803003004;parda;0.2830176687428499
3545803003005;parda;0.30745030745030744
3545803003006;parda;0.2441086406603648
3545803003007;parda;0.19494602082736218
3545803003008;parda;0.24330400030742036
3546801003001;parda;0.2836110341552222
3546801003002;parda;0.2173826729135234
3547304003001;parda;0.4760957413739509
3547304003002;parda;0.48772286022460504
3547304003003;parda;0.3520454616809519
3547304003004;parda;0.24273052402425752
3547809005001;parda;0.08503709810387469
3547809005002;parda;0.15419206184034487
3547809005003;parda;0.07228466567266889
3547809005004;parda;0.45043599988334454
3547809005005;parda;0.0508671515255842
3547809005006;parda;0.33936219469846046
3547809005007;parda;0.31062118766924696
3547809005008;parda;0.1287789974777079
3547809005009;parda;0.17858762552640103
3547809005010;parda;0.3167151162790698
3547809005011;parda;0.39023657077584395
3547809005012;parda;0.1368860651056539
3547809005013;parda;0.34194711538461536
3547809005014;parda;0.3396373309112142
3547809005015;parda;0.2159639949698855
3547809005016;parda;0.19418629781716015
3547809005017;parda;0.15422149933461482
3547809005018;parda;0.17790520432605067
3547809005019;parda;0.1921009246648986
3547809005020;parda;0.22499143275491448
3547809005021;parda;0.30445636783664953
3547809005022;parda;0.3121843521457155
3547809005023;parda;0.12958559782608695
3548500005001;parda;0.5228790677845673
3548500005002;parda;0.3906294189736983
3548500005003;parda;0.3899699296702204
3548500005004;parda;0.41537045266967176
3548500005005;parda;0.08894084819986824
3548500005006;parda;0.10872751326182539
3548500005007;parda;0.16265922057328025
3548500005008;parda;0.3016906740239325
3548708005001;parda;0.3742813198081078
3548708005002;parda;0.17657062106296856
3548708005003;parda;0.2877073447702478
3548708005004;parda;0.3959479217433684
3548708005005;parda;0.16678719942144277
3548708005006;parda;0.07854056649063851
3548708005007;parda;0.22361412243368398
3548708005008;parda;0.39739610017781263
3548708005009;parda;0.4560228802153432
3548708005010;parda;0.3449978104223894
3548708005011;parda;0.3808244378282865
3548708005012;parda;0.24040632054176073
3548708005013;parda;0.14463725084572512
3548708005014;parda;0.4955082311094897
3548708005015;parda;0.43443826915442635
3548708005016;parda;0.15506888796698617
3548708005017;parda;0.36326582600942553
3548708005018;parda;0.09663458127379798
3548708005019;parda;0.20304568527918782
3548807003001;parda;0.13396795913628975
3548807003002;parda;0.11525634503419818
3548807003003;parda;0.04910169904885782
3548807003004;parda;0.10151707848837209
3548807003005;parda;0.08789373814041745
3548807003006;parda;0.08391849890641188
3548807003007;parda;0.14043820945054117
3548807003008;parda;0.10657180577966847
3549805005001;parda;0.04740200546946217
3549805005002;parda;0.10180576455608288
3549805005003;parda;0.1788661522978866
3549805005004;parda;0.13429848555607446
3549805005005;parda;0.12259421993935268
3549805005006;parda;0.10201022146507666
3549805005007;parda;0.05757233675955083
3549805005008;parda;0.10405066055246207
3549805005009;parda;0.1355501321944275
3549805005010;parda;0.1511422254974208
3549805005011;parda;0.22419866150052836
3549805005012;parda;0.23392529087568892
3549805005013;parda;0.2883171580296649
3549805005014;parda;0.27402753642561156
3549805005015;parda;0.28264383643656826
3549805005016;parda;0.34751054852320673
3549805005017;parda;0.2619606873531957
3549805005018;parda;0.139205028027858
3549805005019;parda;0.12601465836551343
3549805005020;parda;0.2531523572403823
3549805005021;parda;0.09752066115702479
3549805005022;parda;0.28942698494475927
3549805005023;parda;0.2287454998615342
3549904005001;parda;0.17525373640481554
3549904005002;parda;0.05379705185575152
3549904005003;parda;0.21035846853597756
3549904005004;parda;0.25643951029005224
3549904005005;parda;0.3310384696237124
3549904005006;parda;0.1763157894736842
3549904005007;parda;0.21103779857807783
3549904005008;parda;0.12334352701325178
3549904005009;parda;0.08827186075424782
3549904005010;parda;0.24966413867822318
3549904005011;parda;0.3622569635301487
3549904005012;parda;0.14294660049783178
3549904005013;parda;0.1795856636128218
3549953001001;parda;0.32469763114578115
3550605003001;parda;0.3386729061675066
3550605003002;parda;0.21450758912813273
3550605003003;parda;0.28380183442666745
3551009005001;parda;0.4860324171952079
3551009005002;parda;0.36505888046459106
3551009005003;parda;0.17974376468804487
3551009005004;parda;0.3831568650017263
3551009005005;parda;0.3535930408472012
3551009005006;parda;0.48043841184583
3551009005007;parda;0.33117089867069965
3551009005008;parda;0.2282656501979182
3551009005009;parda;0.44299168975069253
3551009005010;parda;0.5120278380150285
3551009005011;parda;0.44612489077098877
3551504003001;parda;0.49298308744152575
3551504003002;parda;0.36754638803819134
3551702003001;parda;0.13814756671899528
3551702003002;parda;0.4082254817371297
3551702003003;parda;0.47034791776489193
3551702003004;parda;0.3427042508290624
3551702003005;parda;0.4207193338464768
3551702003006;parda;0.24043166724921355
3552205005001;parda;0.13520306918904618
3552205005002;parda;0.20581482033696138
3552205005003;parda;0.2104478168462657
3552205005004;parda;0.28176299973088537
3552205005005;parda;0.08855242027988071
3552205005006;parda;0.1587832973362131
3552205005007;parda;0.29962362218836813
3552205005008;parda;0.2368013808701863
3552205005009;parda;0.31845090624592515
3552205005010;parda;0.06984454431592131
3552205005011;parda;0.09603571548454232
3552205005012;parda;0.16218171296296297
3552205005013;parda;0.2596745887742051
3552205005014;parda;0.3093898888300688
3552205005015;parda;0.17217766343825666
3552205005016;parda;0.10410043205347681
3552205005017;parda;0.092203671526781
3552205005018;parda;0.1892829333899625
3552205005019;parda;0.29613042497664077
3552403005001;parda;0.41803380561769826
3552403005002;parda;0.3849877674249128
3552403005003;parda;0.38990595611285267
3552403005004;parda;0.18799233553331915
3552403005005;parda;0.2165008399017961
3552403005006;parda;0.2095963442498096
3552403005007;parda;0.4231525709468952
3552403005008;parda;0.45237401689484413
3552403005009;parda;0.39601052438352813
3552403005010;parda;0.393881265063204
3552403005011;parda;0.400985290036081
3552403005012;parda;0.3253154283184535
3552403005013;parda;0.20562647369704853
3552403005014;parda;0.4137343555468187
3552403005015;parda;0.361003861003861
3552502005001;parda;0.32072394820136496
3552502005002;parda;0.4718084012053588
3552502005003;parda;0.38629792583280953
3552809005001;parda;0.2868294635708567
3552809005002;parda;0.25001420535257685
3552809005003;parda;0.2384529252589344
3552809005004;parda;0.3110452252411718
3552809005005;parda;0.4054441260744986
3552809005006;parda;0.42762535477767266
3552809005007;parda;0.4632459862895807
3552809005008;parda;0.5005675368898979
3552809005009;parda;0.48323153163535787
3552809005010;parda;0.46813988414503327
3554102003001;parda;0.14757960331332168
3554102003002;parda;0.22952959485917968
3554102003003;parda;0.2189227933647348
3554102003004;parda;0.19176353370973098
3554102003005;parda;0.18566416729724153
3554102003006;parda;0.24804381846635368
3554102003007;parda;0.14907944695178738
3554102003008;parda;0.13607131486787646
3554102003009;parda;0.11656311401412564
3554102003010;parda;0.23428454326553613
3554102003011;parda;0.2032900896081316
3554102003012;parda;0.11799467497889474
3554102003013;parda;0.1187647505900236
3554102003014;parda;0.2349767908668925
3554805003001;parda;0.23489417050963698
3554805003002;parda;0.17198589474623935
3556206003001;parda;0.19989203778677464
3556206003002;parda;0.20894259250552447
3556206003003;parda;0.11743178515688069
3556206003004;parda;0.21072463768115943
3556206003005;parda;0.12151804845887589
3556453003001;parda;0.32398991100747154
3556453003002;parda;0.34757096069869
3556503003001;parda;0.38720159151193634
3556503003002;parda;0.43559971271247305
3556503003003;parda;0.27453941407429777
3556503003004;parda;0.2779658037009362
3556701003001;parda;0.1291378683157512
3556701003002;parda;0.3133210778818993
3556701003003;parda;0.187207488299532
3557006003001;parda;0.30925493250259606
3557006003002;parda;0.20997427270928162
3557006003003;parda;0.2322933702352497
3557006003004;parda;0.21586279405966619
3557006003005;parda;0.15734670266101042
3557006003006;parda;0.1649609582290956
3501152001001;indigena;0.0007156488549618321
3501608005001;indigena;0.0005678054320052995
3501608005002;indigena;0.0005122345246069585
3501608005003;indigena;0.00021907404702789542
3501608005004;indigena;0.0005743092336162338
3501608005005;indigena;0.00021352009224067986
3501608005006;indigena;0.0016614975631369074
3501608005007;indigena;0.0002068680182043856
3501608005008;indigena;0.0013002364066193853
3501608005009;indigena;0.0004290740581824423
3501608005010;indigena;0.0011883982619675419
3502754001001;indigena;0.0014637002341920376
3502903003001;indigena;0.0004416635995583364
3503901003001;indigena;0.0009676170816668817
3503901003002;indigena;0.000981553562362498
3503901003003;indigena;0.0011052314287628106
3504107003001;indigena;0.0009541984732824427
3504107003002;indigena;0.00048340315823396714
3504107003003;indigena;0.0009209407764239161
3504107003004;indigena;0.00014772139744441981
3504107003005;indigena;0.0011174745076127951
3504107003006;indigena;0.0007624534056252118
3504107003007;indigena;0.001271581564893046
3504602001001;indigena;0.0015065397521057317
3505708005001;indigena;0.00044365572315882877
3505708005002;indigena;0.0015680125441003528
3505708005003;indigena;0.0008428150021070375
3505708005004;indigena;0.0013072749852931565
3505708005005;indigena;0.000650271931898794
3505708005006;indigena;0.0018693819107469573
3505708005007;indigena;0.0011248593925759281
3505708005008;indigena;0.0011142751021418844
3505708005009;indigena;0.0008167075020417688
3505708005010;indigena;0.0004433279148810403
3505708005011;indigena;0.00014784151389710232
3505708005012;indigena;0.0
3505708005013;indigena;0.000982640026203734
3506359003001;indigena;0.0030597312757749103
3506359003002;indigena;0.00681763814687824
3507001003001;indigena;0.0009844457570387872
3507001003002;indigena;0.001402776778649018
3507100001001;indigena;0.00010194719135487817
3508405003001;indigena;0.0014351678522401099
3508405003002;indigena;0.0016054507009162816
3508504003001;indigena;0.0007145212707485984
3508504003002;indigena;0.0002931347833733951
3508504003003;indigena;0.0001503910166432725
3508504003004;indigena;0.00043988765945927655
3509007003001;indigena;0.00024912805181863477
3509007003002;indigena;0.0003714710252600297
3509007003003;indigena;0.0012045290291496024
3509007003004;indigena;0.0031314846255423505
3509205003001;indigena;0.000542947116950809
3509205003002;indigena;0.00037491798669041145
3509205003003;indigena;0.0004570004154549231
3509502005001;indigena;0.002903284340410089
3509502005002;indigena;0.0009254974548819991
3509502005003;indigena;0.0035147348499478584
3509502005004;indigena;0.0009380863039399625
3509502005005;indigena;0.0006733790803565702
3509502005006;indigena;0.0012497533381569427
3509502005007;indigena;0.0008666490824823845
3509502005008;indigena;0.0005305227417415293
3509502005009;indigena;0.00051698670605613
3509502005010;indigena;0.000418999733363806
3509502005011;indigena;0.0005540780141843972
3509502005012;indigena;0.0005880376344086022
3509502005013;indigena;0.0020900940542324404
3509502005014;indigena;0.0012549061490401304
3509502005015;indigena;0.001114789541247213
3509502005016;indigena;0.0005106650430137093
3509502005017;indigena;0.0010660665107050846
3509502005018;indigena;0.0007940541227290052
3509502005019;indigena;0.00041032655154727305
3509502005020;indigena;0.0007195778476627046
3509502005021;indigena;0.0013881095129803006
3509502005022;indigena;0.0009779786193639766
3509502005023;indigena;0.0003369739737160301
3509502005024;indigena;0.0013925813394100519
3509502005025;indigena;0.0005908244955835869
3509502005026;indigena;0.0008216926869350862
3509502005027;indigena;0.0017355531272096162
3509502005028;indigena;0.001179871394018052
3509502005029;indigena;0.0005736503282554657
3509502005030;indigena;0.0010816292039885077
3509502005031;indigena;0.001298011682105139
3509502005032;indigena;0.0010000625039064941
3509502005033;indigena;0.0012254131841890278
3509502005034;indigena;0.0007094354920441877
3509502005035;indigena;0.0003226384656748521
3509502005036;indigena;0.0008183752523323695
3509601003001;indigena;0.0014206563432305726
3509601003002;indigena;0.0013369976973928545
3509601003003;indigena;0.0011269537948944094
3509601003004;indigena;0.0008421374980860511
3510609005001;indigena;0.0010679577088747285
3510609005002;indigena;0.0006322077129340978
3510609005003;indigena;0.0008315914863012159
3510609005004;indigena;0.0004544172490519916
3510609005005;indigena;0.0014775708071853107
3510609005006;indigena;0.0015072293656298351
3510609005007;indigena;0.0009225801491504575
3511300001001;indigena;0.0003763171098845961
3512803003001;indigena;0.000509313154831199
3512803003002;indigena;0.001375952582557155
3512803003003;indigena;0.0009170105456212746
3513009003001;indigena;0.0014911595540722858
3513009003002;indigena;0.0006449532408900354
3513009003003;indigena;0.001246529548416341
3513009003004;indigena;0.0009554647274271458
3513009003005;indigena;0.0009444542825098873
3513009003006;indigena;0.0009849097752295192
3513009003007;indigena;0.001015174182517632
3513009003008;indigena;0.001042456406368461
3513009003009;indigena;0.0013547076089410702
