"Tabela 202 - População residente, por sexo e situação do domicílio"
"Variável - População residente - percentual do total geral"
"Cód.","Município","Situação do domicílio","Ano x Sexo"
"Cód.","Município","Situação do domicílio","2000","2010"
"Cód.","Município","Situação do domicílio","Total","Total"
"4306130","Cruzaltense (RS)","Urbana","...","22.84"
"4306205","Cruzeiro do Sul (RS)","Urbana","52.91","60.68"
"4306304","David Canabarro (RS)","Urbana","30.06","40.83"
"4306320","Derrubadas (RS)","Urbana","21.16","28.24"
"4306353","Dezesseis de Novembro (RS)","Urbana","17.22","23.27"
"4306379","Dilermando de Aguiar (RS)","Urbana","34.06","32.34"
"4306403","Dois Irmãos (RS)","Urbana","99.27","98.93"
"4306429","Dois Irmãos das Missões (RS)","Urbana","39.45","50.72"
"4306452","Dois Lajeados (RS)","Urbana","37.66","47.71"
"4306502","Dom Feliciano (RS)","Urbana","19.19","23.18"
"4306551","Dom Pedro de Alcântara (RS)","Urbana","26.59","29.06"
"4306601","Dom Pedrito (RS)","Urbana","88.58","90.63"
"4306700","Dona Francisca (RS)","Urbana","59.56","63.10"
"4306734","Doutor Maurício Cardoso (RS)","Urbana","41.38","49.29"
"4306759","Doutor Ricardo (RS)","Urbana","21.01","34.14"
"4306767","Eldorado do Sul (RS)","Urbana","70.57","89.68"
"4306809","Encantado (RS)","Urbana","86.55","87.17"
"4306908","Encruzilhada do Sul (RS)","Urbana","62.09","69.78"
"4306924","Engenho Velho (RS)","Urbana","21.42","39.23"
"4306932","Entre-Ijuís (RS)","Urbana","45.76","54.74"
"4306957","Entre Rios do Sul (RS)","Urbana","59.27","69.16"
"4306973","Erebango (RS)","Urbana","65.33","65.93"
"4307005","Erechim (RS)","Urbana","90.79","94.24"
"4307054","Ernestina (RS)","Urbana","27.35","54.11"
"4307104","Herval (RS)","Urbana","52.56","66.92"
"4307203","Erval Grande (RS)","Urbana","37.35","52.10"
"4307302","Erval Seco (RS)","Urbana","35.37","43.63"
"4307401","Esmeralda (RS)","Urbana","43.74","67.17"
"4307450","Esperança do Sul (RS)","Urbana","11.26","25.79"
"4307500","Espumoso (RS)","Urbana","61.87","73.04"
"4307559","Estação (RS)","Urbana","84.57","85.16"
"4307609","Estância Velha (RS)","Urbana","97.82","97.44"
"4307708","Esteio (RS)","Urbana","99.89","99.86"
"4307807","Estrela (RS)","Urbana","82.83","84.63"
"4307815","Estrela Velha (RS)","Urbana","18.07","32.17"
"4307831","Eugênio de Castro (RS)","Urbana","33.02","52.89"
"4307864","Fagundes Varela (RS)","Urbana","43.87","50.14"
"4307906","Farroupilha (RS)","Urbana","77.21","86.51"
"4308003","Faxinal do Soturno (RS)","Urbana","59.89","62.57"
"4308052","Faxinalzinho (RS)","Urbana","43.62","49.59"
"4308078","Fazenda Vilanova (RS)","Urbana","42.64","54.45"
"4308102","Feliz (RS)","Urbana","70.48","76.19"
"4308201","Flores da Cunha (RS)","Urbana","60.09","76.88"
"4308250","Floriano Peixoto (RS)","Urbana","9.57","14.47"
"4308300","Fontoura Xavier (RS)","Urbana","29.48","38.25"
"4308409","Formigueiro (RS)","Urbana","34.86","39.48"
"4308433","Forquetinha (RS)","Urbana","...","18.88"
"4308458","Fortaleza dos Valos (RS)","Urbana","55.50","65.42"
"4308508","Frederico Westphalen (RS)","Urbana","76.36","80.90"
"4308607","Garibaldi (RS)","Urbana","81.56","88.67"
"4308656","Garruchos (RS)","Urbana","32.41","32.68"
"4308706","Gaurama (RS)","Urbana","46.89","57.80"
"4308805","General Câmara (RS)","Urbana","59.20","58.79"
"4308854","Gentil (RS)","Urbana","26.82","43.11"
"4308904","Getúlio Vargas (RS)","Urbana","82.65","85.81"
"4309001","Giruá (RS)","Urbana","70.71","75.59"
"4309050","Glorinha (RS)","Urbana","22.61","30.00"
"4309100","Gramado (RS)","Urbana","81.59","89.90"
"4309126","Gramado dos Loureiros (RS)","Urbana","16.75","23.18"
"4309159","Gramado Xavier (RS)","Urbana","10.42","13.32"
"4309209","Gravataí (RS)","Urbana","91.19","95.24"
"4309258","Guabiju (RS)","Urbana","36.08","46.18"
"4309308","Guaíba (RS)","Urbana","97.51","97.75"
"4309407","Guaporé (RS)","Urbana","88.11","91.26"
"4309506","Guarani das Missões (RS)","Urbana","55.44","61.98"
"4309555","Harmonia (RS)","Urbana","48.67","57.73"
"4309571","Herveiras (RS)","Urbana","13.70","13.00"
"4309605","Horizontina (RS)","Urbana","77.52","79.40"
"4309654","Hulha Negra (RS)","Urbana","45.08","48.14"
"4309704","Humaitá (RS)","Urbana","50.99","59.18"
"4309753","Ibarama (RS)","Urbana","21.46","24.09"
"4309803","Ibiaçá (RS)","Urbana","51.14","60.49"
"4309902","Ibiraiaras (RS)","Urbana","43.54","53.23"
"4309951","Ibirapuitã (RS)","Urbana","37.35","58.88"
"4310009","Ibirubá (RS)","Urbana","72.56","79.45"
"4310108","Igrejinha (RS)","Urbana","95.38","95.36"
"4310207","Ijuí (RS)","Urbana","85.90","90.67"
"4310306","Ilópolis (RS)","Urbana","41.10","53.80"
"4310330","Imbé (RS)","Urbana","97.25","99.95"
"4310363","Imigrante (RS)","Urbana","32.08","49.59"
"4310405","Independência (RS)","Urbana","54.56","62.81"
"4310413","Inhacorá (RS)","Urbana","53.70","59.37"
"4310439","Ipê (RS)","Urbana","43.31","48.42"
"4310462","Ipiranga do Sul (RS)","Urbana","28.83","34.93"
"4310504","Iraí (RS)","Urbana","60.43","55.17"
"4310538","Itaara (RS)","Urbana","72.41","79.20"
"4310553","Itacurubi (RS)","Urbana","33.43","34.41"
"4310579","Itapuca (RS)","Urbana","16.54","23.81"
"4310603","Itaqui (RS)","Urbana","87.56","87.30"
"4310652","Itati (RS)","Urbana","...","8.20"
"4310702","Itatiba do Sul (RS)","Urbana","34.14","41.45"
"4310751","Ivorá (RS)","Urbana","27.98","32.70"
"4310801","Ivoti (RS)","Urbana","89.99","90.88"
"4310850","Jaboticaba (RS)","Urbana","31.04","36.29"
"4310876","Jacuizinho (RS)","Urbana","...","22.42"
"4310900","Jacutinga (RS)","Urbana","50.24","70.82"
"4311007","Jaguarão (RS)","Urbana","90.30","93.46"
"4311106","Jaguari (RS)","Urbana","53.03","56.92"
"4311122","Jaquirana (RS)","Urbana","58.56","58.18"
"4311130","Jari (RS)","Urbana","13.30","17.15"
"4311155","Jóia (RS)","Urbana","23.84","25.08"
"4311205","Júlio de Castilhos (RS)","Urbana","80.33","82.26"
"4311239","Lagoa Bonita do Sul (RS)","Urbana","...","14.43"
"4311254","Lagoão (RS)","Urbana","19.48","26.76"
"4311270","Lagoa dos Três Cantos (RS)","Urbana","41.49","50.50"
"4311304","Lagoa Vermelha (RS)","Urbana","78.90","87.69"
"4311403","Lajeado (RS)","Urbana","93.85","99.63"
"4311429","Lajeado do Bugre (RS)","Urbana","17.66","28.39"
"4311502","Lavras do Sul (RS)","Urbana","59.54","61.96"
"4311601","Liberato Salzano (RS)","Urbana","16.22","22.44"
"4311627","Lindolfo Collor (RS)","Urbana","77.44","82.02"
"4311643","Linha Nova (RS)","Urbana","23.15","25.62"
"4311700","Machadinho (RS)","Urbana","48.53","61.43"
"4311718","Maçambará (RS)","Urbana","22.84","27.65"
"4311734","Mampituba (RS)","Urbana","5.92","18.91"
"4311759","Manoel Viana (RS)","Urbana","75.34","75.82"
"4311775","Maquiné (RS)","Urbana","26.36","29.89"
"4311791","Maratá (RS)","Urbana","25.67","29.80"
"4311809","Marau (RS)","Urbana","80.58","86.78"
"4311908","Marcelino Ramos (RS)","Urbana","50.54","53.02"
"4311981","Mariana Pimentel (RS)","Urbana","16.58","16.93"
"4312005","Mariano Moro (RS)","Urbana","43.25","52.17"
"4312054","Marques de Souza (RS)","Urbana","34.52","37.98"
"4312104","Mata (RS)","Urbana","45.31","51.22"
"4312138","Mato Castelhano (RS)","Urbana","15.89","21.09"
"4312153","Mato Leitão (RS)","Urbana","39.60","41.94"
"4312179","Mato Queimado (RS)","Urbana","...","26.63"
"4312203","Maximiliano de Almeida (RS)","Urbana","46.86","60.56"
"4312252","Minas do Leão (RS)","Urbana","95.72","96.19"
"4312302","Miraguaí (RS)","Urbana","35.48","42.62"
"4312351","Montauri (RS)","Urbana","29.22","41.76"
"4312377","Monte Alegre dos Campos (RS)","Urbana","3.82","20.79"
"4312385","Monte Belo do Sul (RS)","Urbana","21.56","28.84"
"4312401","Montenegro (RS)","Urbana","89.34","90.26"
"4312427","Mormaço (RS)","Urbana","15.40","21.83"
"4312443","Morrinhos do Sul (RS)","Urbana","19.81","40.85"
"4312450","Morro Redondo (RS)","Urbana","35.86","42.52"
"4312476","Morro Reuter (RS)","Urbana","83.39","85.29"
"4312500","Mostardas (RS)","Urbana","60.29","67.16"
"4312609","Muçum (RS)","Urbana","77.73","84.41"
"4312617","Muitos Capões (RS)","Urbana","30.21","32.46"
"4312625","Muliterno (RS)","Urbana","23.30","28.02"
"4312658","Não-Me-Toque (RS)","Urbana","81.83","87.64"
"4312674","Nicolau Vergueiro (RS)","Urbana","27.10","36.96"
"4312708","Nonoai (RS)","Urbana","68.59","75.08"
"4312757","Nova Alvorada (RS)","Urbana","28.69","41.86"
"4312807","Nova Araçá (RS)","Urbana","62.11","71.98"
"4312906","Nova Bassano (RS)","Urbana","50.51","62.38"
"4312955","Nova Boa Vista (RS)","Urbana","23.99","29.49"
"4313003","Nova Bréscia (RS)","Urbana","32.56","47.46"
"4313011","Nova Candelária (RS)","Urbana","9.26","25.77"
"4313037","Nova Esperança do Sul (RS)","Urbana","69.53","77.05"
"4313060","Nova Hartz (RS)","Urbana","85.46","83.23"
"4313086","Nova Pádua (RS)","Urbana","22.12","29.88"
"4313102","Nova Palma (RS)","Urbana","42.21","48.61"
"4313201","Nova Petrópolis (RS)","Urbana","72.28","74.21"
"4313300","Nova Prata (RS)","Urbana","78.60","81.73"
"4313334","Nova Ramada (RS)","Urbana","-","27.49"
"4313359","Nova Roma do Sul (RS)","Urbana","39.54","47.41"
"4313375","Nova Santa Rita (RS)","Urbana","73.33","85.73"
"4313391","Novo Cabrais (RS)","Urbana","8.81","14.14"
"4313409","Novo Hamburgo (RS)","Urbana","98.22","98.27"
"4313425","Novo Machado (RS)","Urbana","31.71","39.57"
"4313441","Novo Tiradentes (RS)","Urbana","23.38","28.72"
"4313466","Novo Xingu (RS)","Urbana","...","31.53"
"4313490","Novo Barreiro (RS)","Urbana","21.21","32.83"
"4313508","Osório (RS)","Urbana","84.87","92.69"
"4313607","Paim Filho (RS)","Urbana","43.97","53.10"
"4313656","Palmares do Sul (RS)","Urbana","83.78","89.37"
"4313706","Palmeira das Missões (RS)","Urbana","80.71","86.90"
"4313805","Palmitinho (RS)","Urbana","37.12","49.03"
"4313904","Panambi (RS)","Urbana","86.76","90.81"
"4313953","Pantano Grande (RS)","Urbana","84.49","84.02"
"4314001","Paraí (RS)","Urbana","46.89","56.02"
"4314027","Paraíso do Sul (RS)","Urbana","22.52","38.88"
"4314035","Pareci Novo (RS)","Urbana","19.80","27.94"
"4314050","Parobé (RS)","Urbana","97.01","94.43"
"4314068","Passa Sete (RS)","Urbana","9.52","10.77"
"4314076","Passo do Sobrado (RS)","Urbana","17.50","23.77"
"4314100","Passo Fundo (RS)","Urbana","97.21","97.45"
"4314134","Paulo Bento (RS)","Urbana","...","27.05"
"4314159","Paverama (RS)","Urbana","46.93","50.94"
"4314175","Pedras Altas (RS)","Urbana","...","34.72"
"4314209","Pedro Osório (RS)","Urbana","89.93","93.47"
"4314308","Pejuçara (RS)","Urbana","63.69","67.25"
"4314407","Pelotas (RS)","Urbana","93.17","93.27"
"4314423","Picada Café (RS)","Urbana","84.91","87.98"
"4314456","Pinhal (RS)","Urbana","39.03","51.33"
"4314464","Pinhal da Serra (RS)","Urbana","...","22.44"
"4314472","Pinhal Grande (RS)","Urbana","31.87","42.38"
"4314498","Pinheirinho do Vale (RS)","Urbana","16.18","20.35"
"4314506","Pinheiro Machado (RS)","Urbana","69.90","76.56"
"4314555","Pirapó (RS)","Urbana","21.26","28.18"
"4314605","Piratini (RS)","Urbana","50.75","58.31"
"4314704","Planalto (RS)","Urbana","50.94","56.37"
"4314753","Poço das Antas (RS)","Urbana","37.56","42.69"
"4314779","Pontão (RS)","Urbana","27.66","40.42"
"4314787","Ponte Preta (RS)","Urbana","18.44","29.26"
"4314803","Portão (RS)","Urbana","80.37","81.75"
"4314902","Porto Alegre (RS)","Urbana","97.07","100.00"
"4315008","Porto Lucena (RS)","Urbana","37.76","43.06"
"4315057","Porto Mauá (RS)","Urbana","32.98","37.53"
"4315073","Porto Vera Cruz (RS)","Urbana","20.37","23.76"
"4315107","Porto Xavier (RS)","Urbana","49.77","49.35"
"4315131","Pouso Novo (RS)","Urbana","29.48","33.71"
"4315149","Presidente Lucena (RS)","Urbana","47.08","60.83"
"4315156","Progresso (RS)","Urbana","24.26","30.39"
"4315172","Protásio Alves (RS)","Urbana","17.47","21.35"
"4315206","Putinga (RS)","Urbana","29.34","38.08"
"4315305","Quaraí (RS)","Urbana","91.91","92.57"
"4315313","Quatro Irmãos (RS)","Urbana","...","51.61"
"4315321","Quevedos (RS)","Urbana","23.78","31.44"
"4315354","Quinze de Novembro (RS)","Urbana","45.87","53.68"
"4315404","Redentora (RS)","Urbana","31.22","29.37"
"4315453","Relvado (RS)","Urbana","27.81","34.06"
"4315503","Restinga Sêca (RS)","Urbana","49.92","56.67"
"4315552","Rio dos Índios (RS)","Urbana","12.70","20.88"
"4315602","Rio Grande (RS)","Urbana","96.07","96.05"
"4315701","Rio Pardo (RS)","Urbana","68.92","68.14"
"4315750","Riozinho (RS)","Urbana","62.10","63.46"
"4315800","Roca Sales (RS)","Urbana","49.24","64.18"
"4315909","Rodeio Bonito (RS)","Urbana","67.80","75.05"
"4315958","Rolador (RS)","Urbana","...","23.88"
"4316006","Rolante (RS)","Urbana","78.02","78.57"
"4316105","Ronda Alta (RS)","Urbana","43.66","67.19"
"4316204","Rondinha (RS)","Urbana","32.77","41.99"
"4316303","Roque Gonzales (RS)","Urbana","35.11","42.86"
"4316402","Rosário do Sul (RS)","Urbana","88.29","87.97"
"4316428","Sagrada Família (RS)","Urbana","24.55","30.25"
"4316436","Saldanha Marinho (RS)","Urbana","59.22","67.17"
"4316451","Salto do Jacuí (RS)","Urbana","76.50","85.93"
"4316477","Salvador das Missões (RS)","Urbana","31.89","40.99"
"4316501","Salvador do Sul (RS)","Urbana","46.17","59.42"
"4316600","Sananduva (RS)","Urbana","60.97","69.58"
"4316709","Santa Bárbara do Sul (RS)","Urbana","75.25","79.11"
"4316733","Santa Cecília do Sul (RS)","Urbana","...","29.00"
"4316758","Santa Clara do Sul (RS)","Urbana","35.87","50.11"
"4316808","Santa Cruz do Sul (RS)","Urbana","87.14","88.86"
"4316907","Santa Maria (RS)","Urbana","94.70","95.14"
"4316956","Santa Maria do Herval (RS)","Urbana","70.60","72.06"
"4316972","Santa Margarida do Sul (RS)","Urbana","...","23.47"
"4317004","Santana da Boa Vista (RS)","Urbana","44.29","45.17"
"4317103","Sant'Ana do Livramento (RS)","Urbana","92.96","90.23"
"4317202","Santa Rosa (RS)","Urbana","86.06","88.01"
"4317251","Santa Tereza (RS)","Urbana","31.17","36.45"
"4317301","Santa Vitória do Palmar (RS)","Urbana","83.93","86.77"
"4317400","Santiago (RS)","Urbana","86.47","91.16"
"4317509","Santo Ângelo (RS)","Urbana","84.57","94.14"
"4317558","Santo Antônio do Palma (RS)","Urbana","21.93","31.84"
"4317608","Santo Antônio da Patrulha (RS)","Urbana","63.41","70.84"
"4317707","Santo Antônio das Missões (RS)","Urbana","55.80","60.55"
"4317756","Santo Antônio do Planalto (RS)","Urbana","45.23","62.05"
"4317806","Santo Augusto (RS)","Urbana","76.56","81.47"
"4317905","Santo Cristo (RS)","Urbana","48.92","54.12"
"4317954","Santo Expedito do Sul (RS)","Urbana","26.20","35.43"
"4318002","São Borja (RS)","Urbana","88.29","89.41"
"4318051","São Domingos do Sul (RS)","Urbana","52.31","59.74"
"4318101","São Francisco de Assis (RS)","Urbana","65.97","70.09"
"4318200","São Francisco de Paula (RS)","Urbana","62.20","63.32"
"4318309","São Gabriel (RS)","Urbana","85.46","88.99"
"4318408","São Jerônimo (RS)","Urbana","76.97","77.05"
"4318424","São João da Urtiga (RS)","Urbana","35.36","48.48"
"4318432","São João do Polêsine (RS)","Urbana","38.65","51.39"
"4318440","São Jorge (RS)","Urbana","41.32","52.31"
"4318457","São José das Missões (RS)","Urbana","22.77","30.44"
"4318465","São José do Herval (RS)","Urbana","28.85","39.34"
"4318481","São José do Hortêncio (RS)","Urbana","61.80","64.61"
"4318499","São José do Inhacorá (RS)","Urbana","30.31","37.82"
"4318507","São José do Norte (RS)","Urbana","72.68","68.16"
"4318606","São José do Ouro (RS)","Urbana","61.17","64.06"
"4318614","São José do Sul (RS)","Urbana","...","34.58"
"4318622","São José dos Ausentes (RS)","Urbana","48.84","62.67"
"4318705","São Leopoldo (RS)","Urbana","99.66","99.60"
"4318804","São Lourenço do Sul (RS)","Urbana","53.70","56.22"
"4318903","São Luiz Gonzaga (RS)","Urbana","82.81","88.29"
"4319000","São Marcos (RS)","Urbana","82.78","87.54"
"4319109","São Martinho (RS)","Urbana","47.62","59.61"
"4319125","São Martinho da Serra (RS)","Urbana","24.03","29.43"
"4319158","São Miguel das Missões (RS)","Urbana","40.20","50.22"
"4319208","São Nicolau (RS)","Urbana","62.60","64.47"
"4319307","São Paulo das Missões (RS)","Urbana","27.77","34.55"
"4319356","São Pedro da Serra (RS)","Urbana","42.24","43.11"
"4319364","São Pedro das Missões (RS)","Urbana","...","28.21"
"4319372","São Pedro do Butiá (RS)","Urbana","34.42","42.08"
"4319406","São Pedro do Sul (RS)","Urbana","69.64","72.88"
"4319505","São Sebastião do Caí (RS)","Urbana","81.00","80.28"
"4319604","São Sepé (RS)","Urbana","76.87","79.09"
"4319703","São Valentim (RS)","Urbana","38.28","48.02"
"4319711","São Valentim do Sul (RS)","Urbana","27.15","34.41"
"4319737","São Valério do Sul (RS)","Urbana","17.56","19.27"
"4319752","São Vendelino (RS)","Urbana","63.44","69.60"
"4319802","São Vicente do Sul (RS)","Urbana","63.48","69.68"
"4319901","Sapiranga (RS)","Urbana","95.08","96.40"
"4320008","Sapucaia do Sul (RS)","Urbana","99.24","99.63"
"4320107","Sarandi (RS)","Urbana","78.53","84.28"
"4320206","Seberi (RS)","Urbana","47.86","54.35"
"4320230","Sede Nova (RS)","Urbana","44.89","52.51"
"4320263","Segredo (RS)","Urbana","24.37","25.24"
"4320305","Selbach (RS)","Urbana","57.35","69.99"
"4320321","Senador Salgado Filho (RS)","Urbana","21.59","31.27"
"4320354","Sentinela do Sul (RS)","Urbana","24.18","24.66"
"4320404","Serafina Corrêa (RS)","Urbana","77.25","84.57"
"4320453","Sério (RS)","Urbana","20.99","23.24"
"4320503","Sertão (RS)","Urbana","49.52","53.81"
"4320552","Sertão Santana (RS)","Urbana","17.30","21.85"
"4320578","Sete de Setembro (RS)","Urbana","16.38","23.26"
"4320602","Severiano de Almeida (RS)","Urbana","28.05","36.41"
"4320651","Silveira Martins (RS)","Urbana","40.61","44.55"
"4320677","Sinimbu (RS)","Urbana","11.69","14.27"
"4320701","Sobradinho (RS)","Urbana","71.47","79.44"
"4320800","Soledade (RS)","Urbana","78.57","79.99"
"4320859","Tabaí (RS)","Urbana","29.36","30.16"
"4320909","Tapejara (RS)","Urbana","77.02","88.73"
"4321006","Tapera (RS)","Urbana","81.56","84.42"
"4321105","Tapes (RS)","Urbana","85.18","87.06"
"4321204","Taquara (RS)","Urbana","81.64","82.84"
"4321303","Taquari (RS)","Urbana","80.32","83.84"
"4321329","Taquaruçu do Sul (RS)","Urbana","31.77","39.24"
"4321352","Tavares (RS)","Urbana","48.75","61.65"
"4321402","Tenente Portela (RS)","Urbana","59.40","64.49"
"4321436","Terra de Areia (RS)","Urbana","44.29","52.59"
"4321451","Teutônia (RS)","Urbana","75.83","85.52"
"4321469","Tio Hugo (RS)","Urbana","...","42.73"
"4321477","Tiradentes do Sul (RS)","Urbana","20.29","32.47"
"4321493","Toropi (RS)","Urbana","12.36","20.70"
"4321501","Torres (RS)","Urbana","89.24","96.20"
"4321600","Tramandaí (RS)","Urbana","95.64","97.58"
"4321626","Travesseiro (RS)","Urbana","35.21","38.33"
"4321634","Três Arroios (RS)","Urbana","25.25","35.97"
"4321667","Três Cachoeiras (RS)","Urbana","49.68","73.42"
"4321709","Três Coroas (RS)","Urbana","87.84","86.15"
"4321808","Três de Maio (RS)","Urbana","73.44","79.92"
"4321832","Três Forquilhas (RS)","Urbana","8.24","13.21"
"4321857","Três Palmeiras (RS)","Urbana","37.23","47.71"
"4321907","Três Passos (RS)","Urbana","73.59","79.51"
"4321956","Trindade do Sul (RS)","Urbana","36.15","50.10"
"4322004","Triunfo (RS)","Urbana","58.14","65.35"
"4322103","Tucunduva (RS)","Urbana","61.02","68.41"
"4322152","Tunas (RS)","Urbana","30.39","31.29"
"4322186","Tupanci do Sul (RS)","Urbana","26.56","30.07"
"4322202","Tupanciretã (RS)","Urbana","80.96","80.88"
"4322251","Tupandi (RS)","Urbana","67.82","69.34"
"4322301","Tuparendi (RS)","Urbana","53.52","61.87"
"4322327","Turuçu (RS)","Urbana","44.15","42.22"
"4322343","Ubiretama (RS)","Urbana","17.71","21.78"
"4322350","União da Serra (RS)","Urbana","14.99","18.83"
"4322376","Unistalda (RS)","Urbana","31.35","37.27"
"4322400","Uruguaiana (RS)","Urbana","93.38","93.61"
"4322509","Vacaria (RS)","Urbana","91.43","93.47"
"4322525","Vale Verde (RS)","Urbana","22.21","27.11"
"4322533","Vale do Sol (RS)","Urbana","6.82","11.28"
