AREAP;avg_num_people;var_num_people;avg_wage;var_wage
1100015001001;3.3757407407407416;2.497037037037037;421.06259259259264;1857132.1764814819
1100023003001;3.1750000000000003;2.168636363636364;1049.5636363636365;3817162.664999999
1100023003002;3.299666666666666;2.672;576.2786666666668;1862955.782666667
1100023003003;3.3553488372093017;2.5969767441860467;500.90139534883707;6287699.1037209295
1100023003004;3.285161290322581;2.455806451612903;654.2935483870966;3019427.798709677
1100031001001;3.225999999999999;1.9593333333333334;420.77933333333334;550030.9973333332
1100049003001;3.8740540540540542;4.095135135135136;362.927027027027;1054629.8878378377
1100049003002;3.3507407407407417;2.414814814814815;585.2540740740742;2547443.928888889
1100049003003;3.0636;2.0435999999999996;991.0512;11135241.762400003
1100049003004;3.1830769230769222;2.084230769230769;783.8153846153847;7633100.097307695
1100056001001;3.1263333333333336;1.9983333333333335;577.9263333333332;1598132.9366666668
1100064001001;3.1334693877551025;2.1432653061224487;529.9146938775511;1051481.7624489798
1100072001001;3.196666666666667;2.1604761904761904;395.23714285714294;436629.86714285717
1100080001001;3.520833333333334;3.641666666666667;456.92625;944592.6566666666
1100098003001;3.3856862745098035;2.35235294117647;489.8464705882353;880709.3260784314
1100106003001;3.42625;3.413749999999999;727.5133333333334;3870255.73625
1100106003002;4.424222222222223;4.948444444444443;299.6989130434782;708369.2493478261
1100114003001;3.33813953488372;2.4167441860465115;462.2781395348836;6143981.41
1100114003002;3.2326829268292676;2.1978048780487804;571.6292682926829;1311147.2819512195
1100122003001;3.166842105263158;2.38;1001.7573684210525;7249391.197894738
1100122003002;3.1085714285714285;2.1595238095238094;758.1904761904761;5115206.550000001
1100122003003;3.2622222222222224;2.134444444444445;683.3677777777777;2197925.2772222217
1100122003004;3.3676470588235294;2.26764705882353;549.8429411764706;1869320.355882353
1100122003005;3.537111111111111;2.5680000000000005;442.299111111111;715623.9611111113
1100122003006;3.1766666666666663;2.3088888888888883;932.7497222222222;13839679.395277776
1100130003001;3.341538461538462;2.8338461538461535;462.1557692307693;860230.1288461536
1100130003002;3.3969696969696965;3.045757575757576;288.8636363636364;252099.34515151515
1100148001001;3.338125;2.1318750000000004;396.40281250000004;541653.80625
1100155003001;3.2913043478260864;2.249565217391304;617.6882608695654;1806257.2017391305
1100155003002;3.2305555555555556;2.1950000000000003;631.2661111111112;3144330.5963888895
1100189003001;3.2866666666666666;2.1504761904761898;762.8061904761905;6304446.7761904765
1100189003002;3.2266666666666666;2.37;531.7442424242425;1835997.2245454544
1100205004001;3.8005263157894733;3.495263157894737;552.6247368421054;697104.7400000001
1100205004002;3.3015151515151517;3.114242424242424;512.6009090909091;827053.6778787877
1100205004003;3.1585714285714284;2.912857142857143;750.5626666666667;5985790.885333334
1100205004004;3.7194117647058826;3.4511764705882357;748.9888235294118;1519954.4858823528
1100205004005;3.834736842105263;3.8247368421052625;638.9215789473684;3724450.7452631583
1100205004006;3.9038888888888885;3.9961111111111114;588.4383333333333;718258.0638888887
1100205004007;3.601111111111111;2.895;1177.8555555555554;4359007.470555555
1100205004008;3.764705882352941;3.2741176470588234;569.7976470588235;756184.931764706
1100205004009;3.5635294117647054;2.8505882352941176;1073.2376470588235;5343590.96117647
1100205004010;3.466250000000001;3.537083333333334;888.8241666666669;3694943.2070833337
1100205004011;3.6540909090909093;3.743636363636364;770.6963636363636;6762238.772272727
1100205004012;3.907666666666667;3.6353333333333344;451.5630000000001;560737.14
1100205004013;3.7936;3.5339999999999994;586.474;2616387.2812
1100205004014;3.386538461538462;2.632307692307693;1747.5588461538455;15032853.434615387
1100205004015;3.3705555555555557;3.242222222222223;1188.583888888889;15713614.915000001
1100205004016;3.217894736842105;3.328947368421053;1240.5536842105264;8716985.38631579
1100205004017;3.3172727272727274;3.554090909090909;1257.924090909091;5571149.730454546
1100205004018;3.6028571428571428;3.598;1295.1177142857148;11225930.17142857
1100205004019;3.5815000000000006;3.6555;1405.5399999999997;50589836.63399999
1100205004020;3.6193181818181817;5.130909090909091;370.0275555555556;428283.8097777778
1100205004021;3.696206896551724;3.261379310344828;790.1824137931034;1935127.7155172413
1100205004022;3.6705555555555542;3.6077777777777778;644.4377777777776;991677.3383333334
1100254001001;3.2908695652173914;2.148695652173913;477.98956521739126;734876.3113043479
1100262001001;3.2462500000000003;2.62625;419.20625;970579.4325000001
1100288003001;3.236470588235294;2.1135294117647057;542.675;1447949.4814705881
1100288003002;3.161190476190476;2.068333333333333;655.1188095238095;2619800.127857143
1100296001001;3.3024999999999998;2.1025;454.4619999999999;810970.6340000001
1100304003001;3.2515384615384617;2.2800000000000002;692.2953846153846;1280197.4530769228
1100304003002;3.5709374999999994;2.9037499999999996;457.6928125;853146.8196875
1100304003003;3.068936170212766;2.216170212765957;873.3417021276593;13283393.69893617
1100320001001;3.4985714285714296;2.6378571428571425;382.00999999999993;715679.9346428569
1100338001001;3.645454545454545;3.0112121212121212;340.7603030303029;415245.1530303031
1100346001001;3.3677419354838714;2.3367741935483872;478.5770967741936;1948339.9812903225
1100379001001;3.533333333333333;3.0722222222222224;350.18555555555554;512257.57944444433
1100403001001;3.3515384615384605;2.545384615384615;440.5530769230769;1257105.551923077
1100452003001;3.3365;2.2485;545.818;1297137.6750000003
1100452003002;3.4784999999999995;2.484;394.7695;3520734.103
1100502001001;3.4188235294117644;2.161764705882353;357.904705882353;442468.13
1100601001001;3.4035294117647057;2.460588235294117;544.1588235294118;4475014.156470589
1100700001001;3.466666666666667;2.6486666666666663;393.9799999999999;4065616.504
1100809001001;3.2668965517241384;2.9696551724137934;443.55482758620695;5288735.303103448
1100908001001;3.2327272727272724;2.166363636363636;442.9536363636364;1013066.4963636362
1100924001001;3.402105263157894;2.551052631578948;505.0142105263158;1489951.503157895
1100940001001;3.1004347826086955;2.4369565217391305;479.9126086956522;859100.4669565216
1101005001001;3.555;3.2595454545454543;380.1577272727272;1938140.9800000004
1101104001001;3.3076923076923075;2.8399999999999994;440.20307692307694;639238.58
1101203001001;3.535333333333333;2.482666666666667;449.262;935927.3
1101302001001;3.560000000000001;2.6794999999999995;459.5994999999999;4901181.669000001
1101401001001;3.4419999999999993;3.428;475.08899999999994;1137978.538
1101435001001;3.5366666666666666;2.2975000000000003;437.70166666666677;1377398.5916666666
1101450001001;3.473076923076923;2.4792307692307696;397.80538461538464;1077888.6030769232
1101468001001;3.063076923076923;2.426923076923077;594.5046153846155;5876749.117692307
1101476001001;3.2880000000000003;2.272;482.412;946435.2969999999
1101484001001;3.318;1.905;431.738;736472.629
1101492001001;3.7295999999999996;2.9619999999999997;389.7124;1107782.3024000002
1101500001001;3.3761904761904766;2.99952380952381;420.25571428571413;3751713.2723809523
1101559001001;3.31;2.2062500000000003;541.78125;10984021.0
1101609001001;3.3684210526315788;2.360526315789474;408.51894736842104;600853.8099999999
1101708001001;3.32;2.3152000000000004;435.0296000000001;770944.5128
1101757001001;3.3853333333333335;2.676;369.14733333333334;4088091.159333334
1101807001001;3.3853846153846154;2.190769230769231;436.9276923076923;886733.7123076923
1302603005001;4.0948936170212775;4.442340425531913;399.50446808510645;3674234.768085105
1302603005002;4.1957971014492745;5.0566666666666675;412.95507246376826;2742501.5149275362
1302603005003;3.928644067796611;5.019661016949153;567.5925423728812;1106359.9672881353
1302603005004;4.084615384615383;5.1656043956043955;644.0750549450547;1658087.3905494502
1302603005005;3.863297872340424;4.249468085106383;729.0898936170214;5643222.353723404
1302603005006;4.007078651685391;4.112696629213482;425.09033707865177;764062.6016853933
1302603005007;3.8710738255033563;3.5481879194630883;706.2295302013426;2439712.2726174495
1302603005008;3.5887012987013;3.4344155844155835;3066.9903846153848;471668642.83076924
1302603005009;4.276029411764706;5.135294117647058;392.3623529411765;911590.3980882355
1302603005010;3.666714285714286;4.114714285714286;794.8057142857147;4287426.91457143
1302603005011;3.483188405797101;4.297101449275362;1252.3591428571428;40127393.44942858
1302603005012;3.488793103448277;3.308275862068966;1736.496206896552;16028948.481551724
1302603005013;3.8513043478260864;4.39985507246377;665.8562318840577;3921639.448260869
1302603005014;3.8552173913043477;3.914565217391304;817.8836956521737;2379480.889347827
1302603005015;3.756575342465753;3.4878082191780817;2686.9289041095894;242667602.02041093
1302603005016;3.927121212121213;4.232878787878788;760.1009090909089;2134871.0837878794
1302603005017;3.983285714285714;4.414142857142856;688.7381428571427;2048387.1398571432
1302603005018;3.951341463414635;4.4554878048780475;925.4109756097561;5251369.502560975
1302603005019;3.9419354838709673;4.6087096774193546;607.4062903225807;2135022.4793548393
1302603005020;3.7378947368421045;3.7889473684210526;654.3722807017541;1300286.0712280702
1302603005021;3.557285714285714;3.015571428571428;1640.0029999999995;11990408.37842857
1302603005022;3.471846153846154;3.0398461538461534;2084.1775757575756;47914206.97424243
1302603005023;4.0214285714285705;4.276938775510203;391.3151020408162;442304.9071428572
1302603005024;3.987333333333332;5.083777777777778;500.60933333333327;736416.6364444445
1302603005025;3.940178571428571;4.1137500000000005;393.01160714285714;761260.3292857145
1302603005026;3.8426470588235286;4.520098039215686;462.4620388349516;2358121.4827184463
1302603005027;4.102916666666666;4.818194444444446;517.9390277777779;975905.0769444441
1302603005028;4.1933333333333325;4.955555555555557;355.41714285714284;388458.86841269827
1302603005029;4.0938461538461555;4.568846153846153;374.82769230769236;458260.21453846165
1302603005030;4.031999999999999;4.083565217391305;590.2651304347826;2352199.199304348
1302603005031;3.745194805194806;3.1719480519480507;636.6972727272725;975164.2751948056
1302603005032;4.07171052631579;3.968684210526316;388.9363157894736;631637.9132894739
1302603005033;3.8;4.617391304347827;753.1099999999998;3618537.988478261
2403251005001;3.4078571428571425;2.353214285714286;614.3617857142857;1100171.545357143
2403251005002;3.5381250000000004;2.634375;673.1593750000001;1702071.3525000003
2403251005003;3.3735;2.0744999999999996;917.094;4225732.2295
2403251005004;3.4309523809523816;2.491904761904762;574.1299999999999;1191879.1052380952
2403251005005;3.5868749999999996;2.813125;427.5025;492250.55875
2403251005006;3.4304000000000006;2.4988;544.3444;897940.4308
2403251005007;3.1243749999999997;1.995625;1317.40625;4292272.7143749995
2403251005008;3.154666666666666;2.016;1352.2046666666668;4364553.400666667
2403251005009;3.0481818181818188;1.7613636363636367;1739.2818181818182;8617242.25818182
2403251005010;3.5535714285714284;2.8278571428571424;401.0914285714286;426217.24500000005
2403251005011;3.194761904761905;2.2876190476190477;1112.8671428571429;3699041.5209523807
2403608001001;3.7791666666666663;3.6127777777777785;400.46472222222224;775397.8547222221
2407104003001;3.5075000000000003;2.7534375;441.95718750000003;1676424.4125
2407104003002;3.5832258064516127;3.0727419354838705;304.5422580645161;248913.91725806455
2408102004001;3.3392857142857144;2.468928571428571;2205.2060714285712;13508671.967500001
2408102004002;3.56962962962963;2.861851851851852;326.5025925925926;236908.2907407408
2408102004003;3.6190322580645167;3.068387096774193;324.20129032258075;366861.685483871
2408102004004;3.3853571428571434;2.3530952380952384;1074.1348809523813;6423459.279642859
2408102004005;3.5493548387096774;2.7948387096774194;440.8864516129032;397147.5774193548
2408102004006;3.117647058823529;2.498823529411765;1926.105294117647;9611203.350882355
2408102004007;3.4981578947368415;3.165263157894737;1209.9382051282057;11628354.064615384
2408102004008;3.5745161290322582;2.8277419354838713;486.0500000000001;1752288.554516129
2408102004009;3.4884374999999994;2.747187500000001;460.7690625000001;1325552.3737500003
2408102004010;3.450322580645161;2.5183870967741933;394.17193548387104;794896.8993548383
2408102004011;3.2888888888888883;2.529444444444445;1855.0186842105265;10391291.678157896
2408102004012;3.1764705882352935;2.551176470588235;1898.2797222222225;14311586.755277779
2408102004013;3.3294117647058825;2.8205882352941174;1142.215294117647;7185589.221470588
2408102004014;3.535000000000001;2.716666666666667;483.5186666666666;686082.5596666666
2408102004015;3.5164516129032255;2.7135483870967736;613.260322580645;1653367.399677419
2408102004016;3.4551515151515155;2.642424242424242;444.660303030303;432588.4057575757
2408102004017;3.0636842105263153;2.356842105263158;2141.6088372093022;21108261.64302326
2408102004018;3.33921052631579;2.92921052631579;780.1235897435898;2174765.3299999996
2408102004019;3.4318750000000002;3.0578125000000003;483.336875;528873.7790624999
2408102004020;3.486923076923076;2.9633333333333334;507.5823076923078;736378.8274358975
2408102004021;3.4814285714285713;2.966;495.66371428571415;654059.7857142857
2408102004022;3.4678431372549015;2.939019607843137;452.8162745098038;1409962.1470588238
2408102004023;3.5064705882352922;3.0321176470588243;518.0568235294119;748024.7127058821
2408201001001;3.636111111111111;3.2486111111111113;376.1945945945946;898274.4151351351
2412005003001;3.5683333333333334;2.6422222222222222;367.39944444444444;332419.7961111111
2412005003002;3.5076470588235296;2.8599999999999994;455.55823529411776;519979.54764705873
2412005003003;3.6080000000000005;3.1828000000000003;365.7612;359894.9872000001
2412005003004;3.6433333333333335;3.425238095238095;347.9645238095239;1665925.7752380953
2412203003001;3.6355555555555563;3.4018518518518515;367.56592592592597;653362.6751851855
2412203003002;3.681851851851852;3.4955555555555553;279.79851851851856;396257.47666666686
5103403005001;3.5564444444444456;2.8371111111111116;1026.2364444444445;3467240.3575555556
5103403005002;3.195454545454545;2.317272727272727;1840.5729545454546;20151735.01659091
5103403005003;3.2371794871794863;2.493076923076923;834.8059999999998;1915622.8799999997
5103403005004;3.1478846153846165;2.619230769230769;1364.994230769231;6891769.821538461
5103403005005;3.0610526315789466;2.4338596491228075;2201.8229824561404;19525530.15701754
5103403005006;3.2280392156862745;3.036078431372549;1133.9494117647062;6065993.085882353
5103403005007;3.2986538461538455;2.7448076923076923;1190.2386538461537;5816847.630192306
5103403005008;3.409756097560976;2.661219512195121;1072.2012195121956;2402075.7375609754
5103403005009;3.4421276595744676;2.6323404255319147;517.3785106382979;540924.2491489362
5103403005010;3.543137254901961;2.7343137254901957;752.678431372549;1109314.6831372553
5103403005011;3.24925;2.43125;1854.4620000000002;32831699.00025
5103403005012;3.0656250000000003;2.648333333333334;1470.9016326530611;25847956.455918357
5103403005013;3.305853658536586;2.2119512195121946;942.6929268292683;2506624.0146341464
5103403005014;3.4414035087719297;2.6821052631578945;619.2087719298247;978691.9428070176
5103403005015;3.3634210526315784;2.503947368421052;790.8063157894736;1466349.3676315788
5103403005016;3.278461538461539;2.4025641025641025;791.2743589743586;3807614.2833333327
5103403005017;3.4352173913043473;2.7723913043478263;488.9531914893617;536072.9982978723
5103403005018;3.286842105263158;3.2889473684210526;510.39894736842103;1820929.2363157892
5108402005001;3.2605000000000004;1.987;729.1049999999999;2343914.561
5108402005002;3.5254545454545454;2.584090909090909;512.5590909090909;683644.1068181818
5108402005003;3.487619047619048;2.84;824.74;3333116.1966666672
5108402005004;3.4575000000000005;2.740500000000001;558.977;694554.0369999999
5108402005005;3.3768965517241383;2.3641379310344823;587.2717241379312;1073883.4237931035
5108402005006;3.485555555555555;2.5572222222222227;597.5755555555556;932011.511111111
5108402005007;3.375;2.606;490.4530000000001;473902.68649999995
5108402005008;3.430526315789473;2.6073684210526324;617.9100000000002;718642.7010526316
5108402005009;3.5186363636363636;2.6618181818181816;457.57863636363624;581520.8245454545
5108402005010;3.330952380952381;2.5004761904761903;978.1585714285717;6515026.989999999
5108402005011;3.432105263157895;2.4547368421052633;546.99;729681.4721052632
5108402005012;3.442631578947369;2.7642105263157895;586.9078947368421;1730692.1431578947
5108402005013;3.3117647058823527;2.6058823529411765;768.3194117647059;1139713.1288235292
5108402005014;3.1074999999999995;2.3225000000000002;1192.787916666667;5383489.603333333
5108402005015;3.2829166666666674;2.4241666666666664;960.3283333333333;2819720.292083333
5108402005016;3.275652173913043;2.943043478260869;679.9417391304348;1165421.4704347826
5108402005017;3.4085365853658542;2.6229268292682923;511.86024390243904;2420805.89804878
3106200005001;3.3720253164556953;2.6162025316455693;647.1498734177216;733869.4291139242
3106200005002;3.226231884057971;1.9663768115942026;1017.3726086956523;10291543.566086954
3106200005003;3.2528767123287667;2.163561643835617;657.2417808219179;785158.8869863014
3106200005004;3.2947500000000005;2.25125;592.8489999999999;625636.8465
3106200005005;3.2374000000000014;2.1828;753.4277999999998;1255959.9550000003
3106200005006;3.366739130434783;2.531956521739131;514.741956521739;814036.2313043479
3106200005007;3.482686567164179;2.6549253731343305;498.21641791044766;395568.8247761197
3106200005008;2.3693846153846163;1.7050769230769234;2147.2775000000006;15550267.56264706
3106200005009;2.5345762711864417;1.5805084745762707;4529.537627118644;74811683.98101695
3106200005010;2.406538461538462;1.5263461538461542;4336.070566037736;69259858.1409434
3106200005011;2.7969767441860465;1.813953488372093;3107.679534883721;32949056.79325582
3106200005012;2.9005000000000014;1.8003333333333338;4726.742666666667;156983284.33266667
3106200005013;2.7139999999999995;1.53025;4056.433499999999;41278747.40725
3106200005014;3.5639062500000005;3.44734375;456.07281250000005;426097.24999999994
3106200005015;2.915;2.166515151515151;2692.8004545454537;18232389.52742424
3106200005016;2.8903508771929824;1.7114035087719297;3571.299122807018;50889036.68385965
3106200005017;3.253370786516854;2.657303370786516;918.488988764045;2681329.979325842
3106200005018;2.8746376811594203;2.100724637681159;1659.362608695652;14515195.554202897
3106200005019;2.7260869565217387;2.0527536231884054;1811.2988571428568;13510569.258857142
3106200005020;2.9914285714285715;2.2581632653061225;1328.69;4249201.091632654
3106200005021;3.211041666666668;2.606666666666667;1015.4677551020407;3751779.6755102044
